Date,WeekC,Location,FB-S UR,FB-S CK,FB-S OB,FB-M UR,FB-M CK,FB-M OB,FB-Fz UR,FB-Fz CK,FB-Fz OB,BL-MS UR,BL-MS CK,BL-MS OB,CR-M UR,CR-M CK,CR-M OB,CR-H UR,CR-H CK,CR-H OB,ST-CR UR,ST-CR CK,ST-CR OB,ST-BL UR,ST-BL CK,ST-BL OB,CR-LG UR,CR-LG CK,CR-LG OB,Direct Labor,Temp Labor,Direct Overtime Pellet,Indirect Labor,Indirect Overtime Pellet,OT % Pellet
27-Jun-18,24-Jun-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-18,24-Jun-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-18,24-Jun-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-18,24-Jun-18,CHI,135785,135881,44170,,,,,,,47523,47280,13860,109834,110141,34460,,,,11446,18000,6040,3969,4071,960,13032,11971,3600,386,102,,43,,
28-Jun-18,24-Jun-18,COI,,,,0,0,0,,,,0,3000,1036,,,,,,,41291,24602,7672,,,,,,,,,,,,
28-Jun-18,24-Jun-18,MEX,48110.68028,75848.29632,23922.51383,29737.66055,9526.016106,3379.630338,,,,,,,,,,,,,,,,,,,,,,432,,8.7,89,4,
28-Jun-18,24-Jun-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-18,24-Jun-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-18,24-Jun-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-18,24-Jun-18,CHI,132673,133029,44520,,,,,,,131732,132193,43250,,,,,,,20407,20000,6680,,,,14346,16358,5320,380,114,,43,,
29-Jun-18,24-Jun-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,12600,6446,,,,,,,,,,,,
29-Jun-18,24-Jun-18,MEX,18805.11858,55651.55487,18346.01355,27539.68831,20211.64445,7493.387814,,,,,,,,,,,,,,,,,,,,,,408,,8.7,87,4,
29-Jun-18,24-Jun-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-18,24-Jun-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-18,24-Jun-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-18,24-Jun-18,CHI,19806,19812,6230,,,,,,,85760,85762,27300,59355,59336,17380,30846,30866,10360,24943,18000,6360,,,,,,,377,79,,43,,
30-Jun-18,24-Jun-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
30-Jun-18,24-Jun-18,MEX,0,3959.656915,1340.939435,0,27539.68831,11339.28809,,,,,,,,,,,,,,,,,,,,,,228,,8.7,77.5,4,
30-Jun-18,24-Jun-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-18,24-Jun-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-18,01-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-18,01-Jul-18,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,21,,,
01-Jul-18,01-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
01-Jul-18,01-Jul-18,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-18,01-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-18,01-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-18,01-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-18,01-Jul-18,CHI,,,,121333,121665,41230,,,,48771,49208,14280,109471,108915,32860,,,,26790,20000,7440,,,,,,,379,173,43,,,
02-Jul-18,01-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,23688,22189,8758,,,,,,,,,,,,
02-Jul-18,01-Jul-18,MEX,28489.86488,0,0,,,,,,,,,,,,,,,,,,,,,,,,,136,,8.6,84.5,8.25,
02-Jul-18,01-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jul-18,01-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jul-18,01-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jul-18,01-Jul-18,CHI,,,,68849,67527,21630,,,,71305,70660,22120,,,,,,,20229,20000,7320,,,,,,,368,55,45,,,
03-Jul-18,01-Jul-18,COI,,,,9738,0,0,,,,11021,6000,2141,,,,,,,8179,27571,6482,,,,,,,,,,,,
03-Jul-18,01-Jul-18,MEX,35081.57702,56978.05427,16999.0115,33117.29089,0,0,,,,,,,,,,,,,,,,,,,,,,360,,8.6,110,8.25,
03-Jul-18,01-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jul-18,01-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-18,01-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-18,01-Jul-18,CHI,,,,,,,,,,,,,,,,,,,,20000,7400,,,,,,,96,48,45,,,
04-Jul-18,01-Jul-18,COI,,,,0,0,0,,,,0,4848,1686,,,,,,,0,6306,4611,,,,,,,,,,,,
04-Jul-18,01-Jul-18,MEX,48725.75977,14610.84962,4901.896971,18216.49412,51333.78501,19206.35323,,,,,,,,,,,,,,,,,,,,,,396,,8.6,111,8.25,
04-Jul-18,01-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jul-18,01-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-18,01-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-18,01-Jul-18,CHI,,,,100767,100832,34160,,,,140770,138658,44020,28386,28466,9650,,,,22215,18000,6760,6957,6847,1750,2606,2606,280,386,95,43,,,
05-Jul-18,01-Jul-18,COI,,,,0,9442,3781,,,,0,0,0,,,,,,,31927,22735,8150,,,,,,,,,,,,
05-Jul-18,01-Jul-18,MEX,68392.87148,74657.26873,25209.44091,,,,,,,,,,,,,,,,,,,,,,,,,419,,8.6,117,8.25,
05-Jul-18,01-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-18,01-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-18,01-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-18,01-Jul-18,CHI,,,,,,,,,,181287,181405,56970,79156,79088,26310,,,,36699,20000,7240,,,,,,,370,66,45,,,
06-Jul-18,01-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,7065,2424,,,,,,,,,,,,
06-Jul-18,01-Jul-18,MEX,67224.04409,69342.7394,21488.65089,,,,,,,,,,,,,,,,,,,,,,,,,396,,8.6,115,8.25,
06-Jul-18,01-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-18,01-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-18,01-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-18,01-Jul-18,CHI,,,,,,,,,,,,,,,,,,,,20000,7040,,,,,,,122,,40,,,
07-Jul-18,01-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
07-Jul-18,01-Jul-18,MEX,0,32325.33746,10429.34522,,,,,,,,,,,,,,,,,,,,,,,,,276,,8.6,86.5,8.25,
07-Jul-18,01-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-18,01-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-18,08-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-18,08-Jul-18,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-18,08-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
08-Jul-18,08-Jul-18,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-18,08-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-18,08-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-18,08-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-18,08-Jul-18,CHI,,,,149264,149747,49280,,,,,,,59999,60634,17440,40124,39701,14160,43174,32000,11120,,,,,,,378,118,43,,,
09-Jul-18,08-Jul-18,COI,,,,5281,5400,2053,,,,3733,3621,1088,,,,,,,23450,10360,3701,,,,,,,,,,,,
09-Jul-18,08-Jul-18,MEX,,,,38145.95156,0,0,,,,,,,,,,,,,,,,,,,,,,144,,14.3,105,6,
09-Jul-18,08-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jul-18,08-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-18,08-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-18,08-Jul-18,CHI,,,,,,,,,,139772,140610,43050,97114,97174,29330,,,,30400,32000,10920,97114,97174,29330,,,,377,118,43,,,
10-Jul-18,08-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,20444,25529,8593,,,,,,,,,,,,
10-Jul-18,08-Jul-18,MEX,72336.87583,20885.93912,6273.70061,0,38145.95156,13896.0567,,,,,,,,,,,,,,,,,,,,,,384,,14.3,119,6,
10-Jul-18,08-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-18,08-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-18,08-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-18,08-Jul-18,CHI,,,,120944,121114,39130,,,,138115,138821,45420,,,,,,,41390,34000,11680,,,,,,,352,110,45,,,
11-Jul-18,08-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,32384,20903,7077,,,,,,,,,,,,
11-Jul-18,08-Jul-18,MEX,76748.25242,70376.095,21430.22936,,,,,,,,,,,,,,,,,,,,,,,,,400,,14.3,120.5,6,
11-Jul-18,08-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-18,08-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-18,08-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-18,08-Jul-18,CHI,,,,117592,117440,38570,,,,138975,139718,42630,,,,,,,30668,34000,11400,2034,2400,690,,,,378,116,45,,,0.091093117409
12-Jul-18,08-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,33518,13459,4819,,,,,,,,,,,,
12-Jul-18,08-Jul-18,MEX,72605.83532,72268.99663,21300.70993,,,,,,,,,,,,,,,,,,,,,,,,,432,,14.3,119.5,6,
12-Jul-18,08-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-18,08-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-18,08-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-18,08-Jul-18,CHI,,,,,,,,,,106079,106215,34500,78620,80071,24670,,,,34771,28000,9800,14078,12021,3710,,,,358,105,43,,,
13-Jul-18,08-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,35058,2486,995,,,,,,,,,,,,
13-Jul-18,08-Jul-18,MEX,52962.97406,75311.58986,23728.51026,,,,,,,,,,,,,,,,,,,,,,,,,468,,14.4,107,6,
13-Jul-18,08-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-18,08-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-18,08-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-18,08-Jul-18,CHI,,,,,,,,,,,,,,,,,,,16204,28000,10120,,,,,,,206,,40,,,
14-Jul-18,08-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
14-Jul-18,08-Jul-18,MEX,0,35811.75795,11468.25637,,,,,,,,,,,,,,,,,,,,,,,,,252,,14.4,88.5,6,
14-Jul-18,08-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-18,08-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-18,15-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-18,15-Jul-18,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-18,15-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
15-Jul-18,15-Jul-18,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-18,15-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-18,15-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-18,15-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-18,15-Jul-18,CHI,,,,68279,68424,21980,,,,68791,69063,19950,61046,61197,18800,38341,38056,13490,38967,34000,11880,,,,,,,379,135,,51,,
16-Jul-18,15-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,21199,12578,4252,,,,,,,,,,,,
16-Jul-18,15-Jul-18,MEX,40127.87437,0,0,,,,,,,,,,,,,,,,,,,,,,,,,196,,16.6,94.5,5.5,
16-Jul-18,15-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-18,15-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jul-18,15-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jul-18,15-Jul-18,CHI,,,,118324,118797,37800,,,,26554,27005,7910,104610,104834,30960,,,,42931,34000,11800,,,,,,,387,124,,51,,
17-Jul-18,15-Jul-18,COI,,,,2976,0,0,,,,7922,3000,1126,,,,,,,15420,8232,2796,,,,,,,,,,,,
17-Jul-18,15-Jul-18,MEX,36997.36225,51078.93487,15981.04391,41717.38088,23860.23428,8377.977947,,,,,,,,,,,,,,,,,,,,,,420,,16.6,121.5,5.5,
17-Jul-18,15-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jul-18,15-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-18,15-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-18,15-Jul-18,CHI,,,,11904,12020,3920,,,,212686,210579,64260,,,,,,,38290,40000,14000,14236,13626,3780,,,,395,120,,51,,
18-Jul-18,15-Jul-18,COI,,,,0,0,0,,,,0,4550,1617,,,,,,,26990,5035,1692,,,,,,,,,,,,
18-Jul-18,15-Jul-18,MEX,41730.60839,24306.04566,6387.787935,40123.4652,55147.71879,20221.56509,,,,,,,,,,,,,,,,,,,,,,432,,16.6,121,5.5,
18-Jul-18,15-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-18,15-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-18,15-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-18,15-Jul-18,CHI,,,,125974,126556,39200,,,,,,,94849,94913,28630,,,,35536,38000,12720,,,,22089,22311,6920,395,120,,51,,
19-Jul-18,15-Jul-18,COI,,,,0,3000,1173,,,,0,0,0,,,,,,,33165,16751,5518,,,,,,,,,,,,
19-Jul-18,15-Jul-18,MEX,41937.83948,42964.912,14769.07276,38093.04149,29424.60934,10919.31446,,,,,,,,,,,,,,,,,,,,,,431.5,,16.6,121,5.5,
19-Jul-18,15-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-18,15-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-18,15-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-18,15-Jul-18,CHI,,,,,,,,,,225971,225995,75650,,,,,,,39465,44000,14920,,,,,,,396,118,,51,,
20-Jul-18,15-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,19681,6362,,,,,,,,,,,,
20-Jul-18,15-Jul-18,MEX,52162.70935,82694.57201,25122.35976,8818.344,20319.09597,7428.352527,,,,,,,,,,,,,,,,,,,,,,480,,16.6,108,5.5,
20-Jul-18,15-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-18,15-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-18,15-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-18,15-Jul-18,CHI,,,,,,,,,,,,,,,,,,,18687,28000,10240,,,,,,,168,,,39,,
21-Jul-18,15-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,466,215,,,,,,,,,,,,
21-Jul-18,15-Jul-18,MEX,0,11911.59862,3908.730978,,,,,,,,,,,,,,,,,,,,,,,,,297,,16.6,68,5.5,
21-Jul-18,15-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-18,15-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-18,22-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-18,22-Jul-18,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-18,22-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
22-Jul-18,22-Jul-18,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-18,22-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-18,22-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-18,22-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-18,22-Jul-18,CHI,57647,57864,17010,55894,56546,18130,,,,,,,43448,43927,13550,52439,52521,18030,41314,22000,7240,,,,58823,58656,16520,396,136,,51,,
23-Jul-18,22-Jul-18,COI,,,,5427,0,0,,,,5551,0,0,,,,,,,17992,21195,7273,,,,,,,,,,,,
23-Jul-18,22-Jul-18,MEX,,,,32528.66643,0,0,,,,,,,,,,,,,,,,,,,,,,192,,13.5,70.5,5.5,
23-Jul-18,22-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-18,22-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jul-18,22-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jul-18,22-Jul-18,CHI,,,,23492,23322,8400,93457,93773,30800,117629,117416,37380,,,,,,,28542,40000,12600,,,,,,,387,168,,51,,
24-Jul-18,22-Jul-18,COI,,,,0,0,0,,,,0,5523,1912,,,,,,,23229,11469,4064,,,,,,,,,,,,
24-Jul-18,22-Jul-18,MEX,79647.28301,32403.20344,9786.157254,0,32528.66643,11702.49363,,,,,,,,,,,,,,,,,,,,,,396,,13.5,103,5.5,
24-Jul-18,22-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jul-18,22-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-18,22-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-18,22-Jul-18,CHI,,,,115067,114902,37240,,,,114683,114927,37090,,,,,,,28542,40000,12600,11672,11873,2040,8217,8463,2120,404,136,,51,,
25-Jul-18,22-Jul-18,COI,,,,0,5450,2117,,,,0,0,0,,,,,,,27635,17524,6061,,,,,,,,,,,,
25-Jul-18,22-Jul-18,MEX,79788.37651,82447.72451,25482.80957,0,0,0,,,,,,,,,,,,,,,,,,,,,,429.5,,13.5,112,5.5,
25-Jul-18,22-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-18,22-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-18,22-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-18,22-Jul-18,CHI,,,,,,,,,,109986,109962,34160,90814,91016,27620,,,,45615,40000,12600,,,,50272,50207,14000,396,128,,51,,
26-Jul-18,22-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,41997,24150,8029,,,,,,,,,,,,
26-Jul-18,22-Jul-18,MEX,83359.80583,85764.87688,28225.8657,0,0,0,,,,,,,,,,,,,,,,,,,,,,432,,13.5,112,5.5,
26-Jul-18,22-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-18,22-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-18,22-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-18,22-Jul-18,CHI,,,,70136,71210,22400,,,,102273,102205,33040,49520,49960,16320,,,,30649,42000,13920,,,,,,,405,127,,51,,
27-Jul-18,22-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,3600,1164,,,,,,,,,,,,
27-Jul-18,22-Jul-18,MEX,40762.79514,43548.22341,15104.16983,26642.42181,26642.42181,9965.831013,,,,,,,,,,,,,,,,,,,,,,420,,13.5,104,5.5,
27-Jul-18,22-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-18,22-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-18,22-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-18,22-Jul-18,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,28,,
28-Jul-18,22-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
28-Jul-18,22-Jul-18,MEX,0,39393.98974,12459.21778,,,,,,,,,,,,,,,,,,,,,,,,,231.5,,13.5,75,5.5,
28-Jul-18,22-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-18,22-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-18,29-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-18,29-Jul-18,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,51,,
29-Jul-18,29-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
29-Jul-18,29-Jul-18,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-18,29-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-18,29-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-18,29-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-18,29-Jul-18,CHI,,,,,,,,,,117233,118168,37510,,,,,,,45331,4000,13120,,,,123437,123770,37680,385,72,,51,,
30-Jul-18,29-Jul-18,COI,,,,6424,0,0,,,,6916,3000,964,,,,,,,17214,15419,5388,,,,,,,,,,,,
30-Jul-18,29-Jul-18,MEX,,,,33688.27867,0,0,,,,,,,,,,,,,,,,,,,,,,108,,8.5,97.5,6.5,
30-Jul-18,29-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-18,29-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jul-18,29-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jul-18,29-Jul-18,CHI,,,,54779,54336,17500,,,,,,,113584,114244,33320,63219,62951,22370,43641,40000,13800,,,,,,,406,64,,51,,
31-Jul-18,29-Jul-18,COI,,,,0,0,0,,,,0,3780,1316,,,,,,,25988,9107,3062,,,,,,,,,,,,
31-Jul-18,29-Jul-18,MEX,40548.9503,0,0,25273.3739,58961.65257,21628.6421,5740.741944,5740.786036,2103.175044,,,,,,,,,,,,,,,,,,,418,,8.6,109,6.6,
31-Jul-18,29-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jul-18,29-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-18,29-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-18,29-Jul-18,CHI,,,,113797,113596,35350,,,,121558,122469,39060,,,,,,,45210,40000,13280,,,,,,,409,64,,51,,
01-Aug-18,29-Jul-18,COI,,,,0,6330,2471,,,,15403,0,0,,,,,,,7623,10910,3868,,,,,,,,,,,,
01-Aug-18,29-Jul-18,MEX,52797.63011,80120.25489,23518.52345,22691.8037,0,0,8811.730242,8811.245233,3330.027153,,,,,,,,,,,,,,,,,,,468,,8.6,81,6.6,
01-Aug-18,29-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Aug-18,29-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug-18,29-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug-18,29-Jul-18,CHI,,,,,,,,,,163211,163359,51520,113871,112904,33970,,,,39169,40000,12280,,,,,,,410,72,,51,,
02-Aug-18,29-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,13236,19342,7273,,,,,,,,,,,,
02-Aug-18,29-Jul-18,MEX,34858.91383,13225.33346,4386.574994,32224.43356,43743.39541,15919.31551,16190.47958,16191.53779,6380.292343,,,,,,,,,,,,,,,,,,,404,,8.6,108,6.6,
02-Aug-18,29-Jul-18,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug-18,29-Jul-18,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-18,29-Jul-18,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-18,29-Jul-18,CHI,,,,106690,106546,33320,,,,126776,127246,39480,,,,,,,26688,38000,12920,,,,,,,421,64,,51,,
03-Aug-18,29-Jul-18,COI,,,,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,
