Location,Date,Pork Skins Large,PS Total FG LBS,PS Seasoning Used,PS Actual FG LBS,PS Fried Lbs,PS Waste Lbs,PS Overweight reported,PS % Waste,PS Yield,% Bellies Used,ST Fried Lbs,ST Finished Goods Lbs,Mix Fix lbs Produced,Cheese Curls lbs Used,% Cheese Product,ST Waste Lbs,ST % Waste,ST Yield,CR Fried Lbs,CR Finished Goods Lbs,CR Waste Lbs,CR % Waste,CR Yield,TR Fried Lbs,TR Finished Goods Lbs,TR Waste Lbs,TR % Waste,TR Yield,BL Fried Lbs,BL Finished Goods Lbs,BL Waste Lbs,BL % Waste,BL Yield,RTE CR Fried Lbs,RTE CR Finished Goods Lbs,RTE CR Waste Lbs,RTE CR % Waste,RTE CR Yield,CR TT Fried Lbs,CR TT Finished Goods Lbs,Cheese Curls lbs Used1,CR TT Waste Lbs,CR TT % Waste,CR TT Yield,TT Fried Lbs Total,TT Finished Goods Lbs Total,Finished Goods CASES Total,TT Bags Produced,Daily Changeovers,MH Trainings,MH Direct for Clips/Displays,MH Direct for Bulk,H Prod Hrs Used For Maint,MH Direct Labor,MH Indirect Labor,Productivity,PRd Fried Direct Labor lbs/hr,Prd Fried Indirect Labor lbs/hr,Prd FG Direct Labor lbs/hr,Prd FG Indirect Labor lbs/hr,Prd Bags/hr Direct Labor,Prd Bags/hr Indirect Labor,WeekC,Incidents (blank or # of recordable incidents that day),Days safe (No need to type anything),IFR (No need to type anything),"Training compliance (fill #actual / #plan %, monthly)",Comments Safety,Comments on intiatives,NR's (weekly),Complaints (weekly),"Holds (weekly, number)",Comments on Quality,OTIF,Cases cut,Outages,Comments on Service,Comments on Lbs & Yields,Comments on productivity,Comments on pellets Lbs & Yields
CAL,18-Jun-18,,3707,,3707,2730,25,,0.67%,135.79%,50.00%,,,,,,,#DIV/0!,#DIV/0!,1080,900,90,0.67%,83.33%,,,,,,,,,,,,,,,,1080,900,0,6,0.67%,83.33%,3810,4607,1755,19980,3,,,,,50.5,52.25,,75.45,72.9186602870813,91.23,88.1722488038278,395.64,382.392344497608,17-Jun-18,,68,,,,,,,,,,,,,,,
CAL,17-Jun-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,4,,,0.00,,0.00,,0.00,,17-Jun-18,,67,,,No incidents last week.,No comments this week,,,,One complaint for blue dots on product due a USDA food stamp.,,,,No incidents last week.,"On Monday we ran clear bags, decided to increase weight instead of turn of the oil mister and the results were better with this option compared to turn off the oil mister. The good yields are driven by Gaytan product that we are using on our line",We had an increase of change overs last week affecting us the productivity number.,
CAL,16-Jun-18,,3221,,3221,2689,20,,0.62%,119.78%,42.00%,,,,,,,#DIV/0!,#DIV/0!,3360,3269,1046,0.58%,97.29%,,,,,,,,,,,,,,,,3360,3269,0,19,0.58%,97.29%,6049,6490,3271,27244,5,,,,,50,50,% OT,120.98,120.98,129.80,129.8,544.88,544.88,10-Jun-18,,66,,,,,,,,,,,,,,,
CAL,15-Jun-18,,6047,,6047,4200,50,,0.83%,143.98%,60.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,4200,6047,656,11808,2,,,,,57.75,42.5,,72.73,98.8235294117647,104.71,142.282352941176,204.47,277.835294117647,10-Jun-18,,65,,,,,,,,,,,,,,,
CAL,14-Jun-18,,7140,,7140,5151,34,,0.48%,138.61%,73.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,5151,7140,2184,17472,1,,27.5,,,83.75,53.5,,61.50,96.2803738317757,85.25,133.457943925234,208.62,326.579439252336,10-Jun-18,,64,,,,,,,,,,,,,,,
CAL,13-Jun-18,,0,,0,,,,#DIV/0!,#DIV/0!,,3760,3563,,,,46,1.29%,94.76%,3760,3563,1184,1.29%,94.76%,,,,,,,,,,,,,,,,3760,3563,0,46,1.29%,94.76%,3760,3563,1184,18100,4,,,,,55.25,51.5,,68.05,73.0097087378641,64.49,69.1844660194175,327.60,351.456310679612,10-Jun-18,,63,,,,,,,,,,,,,,,
CAL,12-Jun-18,,3506,,3506,2450,33,,0.94%,143.10%,100.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,2450,3506,1861,20368,4,,,,,56.25,45,,43.56,54.4444444444444,62.33,77.9111111111111,362.10,452.622222222222,10-Jun-18,,62,,,,,,,,,,,,,,,
CAL,11-Jun-18,,3416,,3416,2590,42,,1.23%,131.89%,100.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,2590,3416,1518,18216,1,,30,,,86.75,41.75,,29.86,62.0359281437126,39.38,81.8203592814371,209.98,436.311377245509,10-Jun-18,,61,,,,,,,,,,,,,,,
CAL,10-Jun-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,8.25,,,0.00,,0.00,,0.00,,10-Jun-18,,60,,,No incidents last week.,We adjust the help on the warehouse 3 days a week. Still struggling with employees on 3rd shift.,,,,No issues on quality this week.,,,,No incidents last week.,"Better yield than last week, we disscuss with production crew the oil absorption. Decided to not turn off, if necessary increase small porcentage of OW than turn off.","Low productivity number due an issues with packaging machine on Monday, Tuesday and Friday, issues with the cables communication. We lost around 7-8 hours down in the week due to this malfunctions.",
CAL,09-Jun-18,,5007,,5007,3920,31,,0.62%,127.73%,25.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,3920,5007,2087,25036,5,,,,,50,40.75,% OT,78.40,96.1963190184049,100.14,122.871165644172,500.72,614.380368098159,03-Jun-18,,59,,,,,,,,,,,,,,,
CAL,08-Jun-18,,7366,,7366,5320,19,,0.26%,138.46%,75.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,5320,7366,2990,24551,5,,,,,55,51.75,,96.73,102.80193236715,133.93,142.338164251208,446.38,474.415458937198,03-Jun-18,,58,,,,,,,,,,,,,,,
CAL,07-Jun-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,9730,9503,1439,0.38%,97.67%,,,,,,,,,,,,,,,,9730,9503,0,36,0.38%,97.67%,9730,9503,1439,11207,3,,,,,50.5,46.25,,192.67,210.378378378378,188.18,205.47027027027,221.92,242.313513513514,03-Jun-18,,57,,,,,,,,,,,,,,,
CAL,06-Jun-18,,5698,,5698,4830,27,,0.47%,117.97%,54.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,4830,5698,2673,26028,3,,,,,55,48.75,,87.82,99.0769230769231,103.60,116.882051282051,473.24,533.907692307692,03-Jun-18,,56,,,,,,,,,,,,,,,
CAL,05-Jun-18,,0,,0,,,,#DIV/0!,#DIV/0!,,5320,4735,,,,41,0.87%,89.00%,5320,4735,1598,0.87%,89.00%,,,,,,,,,,,,,,,,5320,4735,0,41,0.87%,89.00%,5320,4735,1598,27288,5,,,,,55.25,42.5,,96.29,125.176470588235,85.70,111.411764705882,493.90,642.070588235294,03-Jun-18,,55,,,,,,,,,,,,,,,
CAL,04-Jun-18,,5892,,5892,4130,36,,0.61%,142.66%,100.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,4130,5892,2638,31584,2,,,,,53.25,49,,77.56,84.2857142857143,110.65,120.244897959184,593.13,644.571428571429,03-Jun-18,,54,,,,,,,,,,,,,,,
CAL,03-Jun-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,03-Jun-18,,53,,,No incidents this week. We made the update on our LOTO program.,"We didn’t bring an extra employee to the warehouse to evaluate the amount of work added in hours of the walmart orders. We tried to reduce one employee on sanitation crew, but we noted after 2 days that it's necessary the extra hand.",,,,No issues on food safety last week.,,,,"We had to reschelude a 99 cents orders because of the labels, we couldn’t print the labels because the network was dowm.","On the skins we had two days with low yields, basically because we had to turn off the oil mister on June 6 because of Pamana 2.25 oz clear bag and on june 9 we reduce the oil mister flow in Romeros and Masagana clear bags.","We didn’t have clip/display labor last week, and helped us on productivity number, but still we need to work to reduce on our overtime.",
CAL,02-Jun-18,,4987,,4987,3500,,,0.00%,142.49%,100.00%,960,957,,,,,0.00%,99.69%,960,957,348,0.00%,99.69%,,,,,,,,,,,,,,,,960,957,0,0,0.00%,99.69%,4460,5944,2404,18896,5,,,,,55.75,53.75,% OT,80.00,82.9767441860465,106.62,110.586046511628,338.94,351.553488372093,27-May-18,,52,,,,,,,,,,,,,,,
CAL,01-Jun-18,,4854,,4854,3250,,,0.00%,149.35%,100.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,3250,4854,1966,15728,2,,,,,66.5,75,,48.87,43.3333333333333,72.99,64.72,236.51,209.706666666667,27-May-18,,51,,,,,,,,,,,,,,,
CAL,31-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,3440,3320,,,,18,0.54%,96.51%,7570,7389,11643,0.54%,97.61%,,,,,,,,,,,,,,,,7570,7389,0,40,0.54%,97.61%,7570,7389,11643,11643,6,,,,,56.25,49.75,,134.58,152.160804020101,131.36,148.522613065327,206.99,234.030150753769,27-May-18,,50,,,,,,,,,,,,,,,
CAL,30-May-18,,2662,,2662,1820,27,,1.01%,146.26%,58.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,1820,2662,1040,16410,5,,,,,55.25,56,,32.94,32.5,48.18,47.5357142857143,297.01,293.035714285714,27-May-18,,49,,,,,,,,,,,,,,,
CAL,29-May-18,,3018,,3018,2170,91,,3.02%,139.08%,81.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,2170,3018,1678,20136,5,,5.25,,,61.5,51.5,,35.28,42.1359223300971,49.07,58.6019417475728,327.41,390.990291262136,27-May-18,,48,,,,,,,,,,,,,,,
CAL,28-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,13.75,,,0.00,,0.00,,0.00,,27-May-18,,47,,,,,,,,,,,,,,,
CAL,27-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,27-May-18,,46,,,No incidents last week.,,,,,"No incidents last week, I have been working with the inspector on some HACCP details.",,,,,"Good week on yields, we ran clear bags only on Tuesday. We are focusing on the usage of difficult pellets. Crackling Ham is on the way to help with the volume on Mac's cracklin curls 5.5oz","We had an issue with the packaging machine on Friday June 1, we lost around 5 hours of production that affect us on productivity. We had a failure on the interent, system and communication during all week. The Thursday the communication return for a few h",
CAL,26-May-18,,4610,,4610,3640,37,,0.80%,126.65%,33.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,3640,4610,1804,21648,4,,,,,48.75,52.25,% OT,74.67,69.6650717703349,94.56,88.2296650717703,444.06,414.315789473684,20-May-18,,45,,,,,,,,,,,,,,,
CAL,25-May-18,,2118,,2118,1470,10,,0.47%,144.08%,52.00%,3760,3539,,,,11,0.31%,94.12%,3760,3539,1135,0.31%,94.12%,,,,,,,,,,,,,,,,3760,3539,0,11,0.31%,94.12%,5230,5657,1959,19336,6,,,,,49.25,57.5,,106.19,90.9565217391304,114.86,98.3826086956522,392.61,336.278260869565,20-May-18,,44,,,,,,,,,,,,,,,
CAL,24-May-18,,8333,,8333,6140,29,,0.35%,135.72%,66.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,6140,8333,3435,27480,3,,35.75,,,90.25,55.25,,68.03,111.131221719457,92.33,150.823529411765,304.49,497.37556561086,20-May-18,,43,,,,,,,,,,,,,,,
CAL,23-May-18,,1083,,1083,910,10,,0.92%,119.01%,77.00%,,,,,,,#DIV/0!,#DIV/0!,5950,5496,1476,0.31%,92.37%,,,,,,,,,,,,,,,,5950,5496,0,17,0.31%,92.37%,6860,6579,1796,22584,6,,,,,54.5,59,,125.87,116.271186440678,120.72,111.508474576271,414.39,382.779661016949,20-May-18,,42,,,,,,,,,,,,,,,
CAL,22-May-18,,6165,,6165,4550,50,,0.81%,135.49%,82.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,4550,6165,1943,19800,5,,,,,59.75,58.5,,76.15,77.7777777777778,103.18,105.384615384615,331.38,338.461538461538,20-May-18,,41,,,,,,,,,,,,,,,
CAL,21-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,2920,2645,,,,21,0.79%,90.58%,2920,2645,955,0.79%,90.58%,,,,,,,,,,,,,,,,2920,2645,0,21,0.79%,90.58%,2920,2645,955,22428,5,,,,,54,50.5,,54.07,57.8217821782178,48.98,52.3762376237624,415.33,444.118811881188,20-May-18,,40,,,,,,,,,,,,,,,
CAL,20-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,11.25,,,0.00,,0.00,,0.00,,20-May-18,,39,,,We had no incidents last week.,,,,,"No incidents last week, we are still cleaning the packaging machine one day of the weekend. This week Vallarta and Superior complained about the bag fill, those are clear bags.",,,,,"This week we had lower yield, because we made adjustments on the mix. The customers Vallarta, Superior and Romeros complained about the bag fill. All this customers are clear film, so we decrease the amount of oil sprayed to gain volume.","Increased the productivity number, but still need to reduce the OT.",
CAL,19-May-18,,8283,,8283,5740,38,,0.46%,144.30%,57.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,5740,8283,3284,25600,5,,,,,56.5,51,% OT,101.59,112.549019607843,146.60,162.411764705882,453.10,501.960784313725,13-May-18,,38,,,,,,,,,,,,,,,
CAL,18-May-18,,1399,,1399,1050,10,,0.71%,133.24%,50.00%,2960,2727,,,,10,0.37%,92.13%,6950,6449,2077,0.33%,92.79%,,,,,,,,,,,,,,,,6950,6449,0,21,0.33%,92.79%,8000,7848,2673,22392,5,,39,,,93.25,51.25,,85.79,156.09756097561,84.16,153.131707317073,240.13,436.917073170732,13-May-18,,37,,,,,,,,,,,,,,,
CAL,17-May-18,,4852,,4852,3360,26,,0.54%,144.40%,90.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,3360,4852,2646,27825,4,,81.25,,,131.25,43.25,,25.60,77.6878612716763,36.97,112.184971098266,212.00,643.352601156069,13-May-18,,36,,,,,,,,,,,,,,,
CAL,16-May-18,,6253,,6253,4340,31,,0.50%,144.08%,84.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,4340,6253,2871,30738,3,,79.75,,,134.25,50.75,,32.33,85.5172413793103,46.58,123.211822660099,228.96,605.674876847291,13-May-18,,35,,,,,,,,,,,,,,,
CAL,15-May-18,,5933,,5933,4130,43,,0.72%,143.66%,100.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,4130,5933,2637,31644,1,,76.5,,,131.5,48.75,,31.41,84.7179487179487,45.12,121.702564102564,240.64,649.107692307692,13-May-18,,34,,,,,,,,,,,,,,,
CAL,14-May-18,,4501,,4501,3150,44,,0.98%,142.89%,100.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,3150,4501,2124,25488,2,,65.25,,,120.25,21,,26.20,150,37.43,214.333333333333,211.96,1213.71428571429,13-May-18,,33,,,,,,,,,,,,,,,
CAL,13-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,29.75,,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,13-May-18,,32,,,We had no incidents last week.,"Since we are doing the Walmart order, we have an increase in labor in the warehouse area. In order to support and reduce the OT of the shipping and receiving operator, we brought a temp to work in the warehouse less than 8 hours.",,,,The velcro rip off the former and we placed on hold 24 displays of 99 cents. The velcro was found and the displays got released.,,,,,"The cracklins and curls are coming heavy, with good amount of fat attached. To reduce the impact on the bag fill we have to reduce the amount of oil sparyed. We are still struggling with the bag fill on the clear bags, we ware increasing the % of M-7 for","Last week we had 8 truckloads of displays for 99 cents, that is why we have low productivity number.",
CAL,12-May-18,,5107,,5107,3640,36,,0.70%,140.30%,42.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,3640,5107,2240,26880,3,,,,,57,58.75,% OT,63.86,61.9574468085106,89.60,86.9276595744681,471.58,457.531914893617,06-May-18,,31,,,,,,,,,,,,,,,
CAL,11-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,3120,3098,,,,20,0.65%,99.29%,8230,7936,2695,0.52%,96.43%,,,,,,,,,,,,,,,,8230,7936,0,41,0.52%,96.43%,8230,7936,2695,27544,5,,,,,54.25,59.5,,151.71,138.319327731092,146.29,133.378151260504,507.72,462.924369747899,06-May-18,,30,,,,,,,,,,,,,,,
CAL,10-May-18,,6362,,6362,4620,31,,0.49%,137.71%,58.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,4620,6362,2767,23778,8,,,,,54.5,57.75,,84.77,80,116.73,110.164502164502,436.29,411.74025974026,06-May-18,,29,,,,,,,,,,,,,,,
CAL,09-May-18,,10993,,10993,8120,28,,0.25%,135.38%,46.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,8120,10993,3863,38340,6,,27.75,,,81.5,43.75,,99.63,185.6,134.88,251.268571428571,470.43,876.342857142857,06-May-18,,28,,,,,,,,,,,,,,,
CAL,08-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,1110,1034,,,,7,0.68%,93.15%,4890,4736,799,0.61%,96.85%,,,,,,,,,,,,,,,,4890,4736,0,29,0.61%,96.85%,4890,4736,799,12815,6,,33.5,,,88.25,51.75,,55.41,94.4927536231884,53.67,91.5169082125604,145.21,247.632850241546,06-May-18,,27,,,,,,,,,,,,,,,
CAL,07-May-18,,5762,,5762,3694,34,,0.59%,155.98%,100.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,3694,5762,1309,35004,7,,40.5,,,84.25,49.25,,43.85,75.005076142132,68.39,116.994923857868,415.48,710.741116751269,06-May-18,,26,,,,,,,,,,,,,,,
CAL,06-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,06-May-18,,25,,,No incidents this week.,,,,,"No issues in quality, our inspector is on vacation, returning on May 14.",,,,No issue with service last week.,"This week, we ran Walmart at our facility and had an impact on the amount of pellets fried and finish goods volume. On our yields we had a decrease on skins, because we finished all the pellets trasnfered from Gaytan and we are using Chicago pellets. We h","We had a regular productivity number, influenced by the clips strips and displays made during the week. Sanitation crew worked 7 day continuous during the week, the OT is reflected in this week, evethough is conunting for the next week the hours.",
CAL,05-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,,,,,,,4.25,5.5,% OT,0.00,0,0.00,0,0.00,0,29-Apr-18,,24,,,,,,,,,,,,,,,
CAL,04-May-18,,0,,0,,,,#DIV/0!,#DIV/0!,,8603,7280,,,,86,1.18%,84.62%,8603,7280,728,1.18%,84.62%,,,,,,,,,,,,,,,,8603,7280,0,86,1.18%,84.62%,8603,7280,728,728,1,,32,,,76,51.25,,113.20,167.863414634146,95.79,142.048780487805,9.58,14.2048780487805,29-Apr-18,,23,,,,,,,,,,,,,,,
CAL,03-May-18,,6226,,6226,4287,34,,0.55%,145.23%,34.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,4287,6226,3004,36048,3,,25,,,79.25,48.75,,54.09,87.9384615384615,78.56,127.712820512821,454.86,739.446153846154,29-Apr-18,,22,,,,,,,,,,,,,,,
CAL,02-May-18,,4616,,4616,3161,22,,0.48%,146.03%,37.00%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,0,0,#DIV/0!,#DIV/0!,3161,4616,2228,26736,2,,,,,54.5,51.75,,58.00,61.0821256038647,84.70,89.1980676328502,490.57,516.63768115942,29-Apr-18,,21,,,,,,,,,,,,,,,
CAL,15-Sep-17,,3800,,3800,3220,14,,0.37%,118.01%,69.57%,1540,1391,,,,4.9,0.35%,90.32%,1540,1391,4.9,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,1540,1391,,4.9,#DIV/0!,#DIV/0!,4760,5191,,18037,,,,,,53.25,41,,89.39,116.09756097561,97.48,126.609756097561,338.72,439.926829268293,10-Sep-17,,,,,In this field we will report all important matters in the area of safety that took place during the week. It is necessary to be specific and complete. This will allow us to determine progress with regards to the run right team agreed actions. description,,,,,,,,,,,,
CAL,14-Sep-17,,2540,,2540,2170,10,,0.39%,117.05%,67.74%,,,,,,,#DIV/0!,#DIV/0!,5110,4699,15.2,0.32%,91.96%,,,,,,,,,,,,,,,,5110,4699,,15.2,0.32%,91.96%,7280,7239,,22484,,,,,,55,42.25,,132.36,172.307692307692,131.62,171.337278106509,408.80,532.165680473373,10-Sep-17,,,,,In this field we will report all important matters in the area of safety that took place during the week. It is necessary to be specific and complete. This will allow us to determine progress with regards to the run right team agreed actions. description,,,,,,,,,,,,
CAL,13-Sep-17,,5049,,5049,4270,20.1,,0.40%,118.24%,52.46%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,,0,#DIV/0!,#DIV/0!,4270,5049,,25542,,,,,,55.25,43,,77.29,99.3023255813954,91.38,117.418604651163,462.30,594,10-Sep-17,,,,,In this field we will report all important matters in the area of safety that took place during the week. It is necessary to be specific and complete. This will allow us to determine progress with regards to the run right team agreed actions. description,,,,,,,,,,,,
CAL,12-Sep-17,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,10570,9216,13,0.14%,87.19%,,,,,,,,,,,,,,,,10570,9216,,13,0.14%,87.19%,10570,9216,,17317,,,,,,55.5,42.5,,190.45,248.705882352941,166.05,216.847058823529,312.02,407.458823529412,10-Sep-17,,,,,In this field we will report all important matters in the area of safety that took place during the week. It is necessary to be specific and complete. This will allow us to determine progress with regards to the run right team agreed actions. description,,,,,,,,,,,,
CAL,11-Sep-17,,4710,,4710,3990,16.4,,0.35%,118.05%,63.16%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,,0,#DIV/0!,#DIV/0!,3990,4710,,20229,,,,,,55.5,43.75,,71.89,91.2,84.86,107.657142857143,364.49,462.377142857143,10-Sep-17,,,,,In this field we will report all important matters in the area of safety that took place during the week. It is necessary to be specific and complete. This will allow us to determine progress with regards to the run right team agreed actions. description,,,,,,,,,,,,
CAL,10-Sep-17,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,,0,#DIV/0!,#DIV/0!,0,0,,,,,,,,,,,#DIV/0!,,#DIV/0!,,#DIV/0!,,10-Sep-17,,,,,In this field we will report all important matters in the area of safety that took place during the week. It is necessary to be specific and complete. This will allow us to determine progress with regards to the run right team agreed actions. description,,,,,,,,,,,,
CAL,09-Sep-17,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,,0,#DIV/0!,#DIV/0!,0,0,,,,,,,,,14,,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,03-Sep-17,,,,,In this field we will report all important matters in the area of safety that took place during the week. It is necessary to be specific and complete. This will allow us to determine progress with regards to the run right team agreed actions. description,,,,,,,,,,,,
CAL,08-Sep-17,,2945,,2945,2660,12.4,,0.42%,110.71%,55.26%,,,,,,,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,0,0,,0,#DIV/0!,#DIV/0!,2660,2945,,20600,,,17.25,,,53.75,43.5,,37.46,61.1494252873563,41.48,67.7011494252874,290.14,473.563218390805,03-Sep-17,,,,,In this field we will report all important matters in the area of safety that took place during the week. It is necessary to be specific and complete. This will allow us to determine progress with regards to the run right team agreed actions. description,,,,,,,,,,,,
